street_address,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,interest_level
45 West 75th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45 West 76th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45 White St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45 Woodhull Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45 e 25th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45 grove street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45 wall st.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45-15 Colden Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45-16 44th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-35 44th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
45-35 44th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45-35 48th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-35 Parsons Boulevard,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45-40 Center Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-40 Center Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-42 41st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-45 Center Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-48 47th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-50 Pearson St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-50 Pearson St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45-50 Pearson Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
45-55 Pineapple St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-55 Pineapple Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-56 42nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45-56 49th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 Amsterdam Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
450 Clinton Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
450 E 81 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 E 81st St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"450 East 81st Street  New York, NY 10028",1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 East 83rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 N End Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 North End Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
450 North End Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 Sixth Avenue,5,5,5,5,5,5,5,5,5,5,5,5,5,5
450 W 17 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 W 17 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 W 17th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
450 W 24th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 W 42 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
450 W 42nd St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
450 W 46th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 W 50 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
450 W 50th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
450 W 50th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
450 W 50th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 W 58 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 W. 42nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 W.42nd St. #15A,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 Washington St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
450 West 162nd Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
450 West 17th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 West 17th Street,16,16,16,16,16,16,16,16,16,16,16,16,16,16
450 West 42ND Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
450 West 42nd Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
450 West 47th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 West 50th Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
450 West 58th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450 e 73rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4500 Broadway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4500 Broadway Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4501 13th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451 100th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"451 E 116th, New York",1,1,1,1,1,1,1,1,1,1,1,1,1,1
451 WASHINGTON AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451 Washington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451 West 43rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451 West 44th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452 E 78th St #2A (First Ave & York Ave),1,1,1,1,1,1,1,1,1,1,1,1,1,1
452 East 78th Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
452 W 149th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
452 W 149th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452 W 164th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452 West 149th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
453 Court Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453 East 84 street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453-457 West 37th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4530 Broadway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
454 9th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454 Manhattan Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454 Ninth Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454 Ninth Avenue,11,11,11,11,11,11,11,11,11,11,11,11,11,11
454 Ninth Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454 State Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454 W 49 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454 W 58 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
454 West 57th Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
454 West 58th Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
4540 Center Blvd,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4540 Center Blvd,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4540 Center Boulevard,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4545 CENTER BOULEVARD,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4545 Center Blvd,25,25,25,25,25,25,25,25,25,25,25,25,25,25
4545 Center Blvd ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4545 Center Boulevard,22,22,22,22,22,22,22,22,22,22,22,22,22,22
4545 Center boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 East 86th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 Hudson St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 Hudson Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
455 Main Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 Ninth Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
455 Ocean Parkway,3,3,3,3,3,3,3,3,3,3,3,3,3,3
455 Park Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 Park Avenue South,2,2,2,2,2,2,2,2,2,2,2,2,2,2
455 Second Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
455 Second ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 W 34 St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
455 W 34 Street,12,12,12,12,12,12,12,12,12,12,12,12,12,12
455 W 37,2,2,2,2,2,2,2,2,2,2,2,2,2,2
455 W 37 St.,39,39,39,39,39,39,39,39,39,39,39,39,39,39
455 W 37th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
455 W 37th St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
455 West 34th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 West 34th Street,31,31,31,31,31,31,31,31,31,31,31,31,31,31
455 West 37th Street,41,41,41,41,41,41,41,41,41,41,41,41,41,41
455 w 34 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455 west 50,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4550 Pearson,3,3,3,3,3,3,3,3,3,3,3,3,3,3
456  Grand Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456 Lexington Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456 Quincy St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456 W 49 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456 W 57th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456 Washington St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
456 Washington Street,19,19,19,19,19,19,19,19,19,19,19,19,19,19
456 West 167th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456 West 45th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 15th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 Clinton Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 Lafayette Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 Lafayette Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 Lafayette ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 Lafayette ve,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 W 50 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
457 W 50th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"457 W 50th St.   btw 9-10, 1W",1,1,1,1,1,1,1,1,1,1,1,1,1,1
457 West 50th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
457 West 57th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458 W 23rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458 W 52 St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
458 W 52 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
458 West 51st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458 West 52nd Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
458 Woodward Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4580 Broadway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
459  3rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459 3 Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459 Bay Ridge Ave,5,5,5,5,5,5,5,5,5,5,5,5,5,5
459 Park Avenue South,2,2,2,2,2,2,2,2,2,2,2,2,2,2
459 W 50th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459 West 43rd Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
46 Allen,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 Allen st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 E 78th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 Fort Washington Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 Fort Washington Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46 NEW YORK AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 New York Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46 W 73 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
46 W 73 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
46 W 73rd St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46 W 73rd St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 W 73rd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 W 76th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 Wadsworth Terrace,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46 West 73rd Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
46 West 73rd street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46-01 Skillman Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46-03 31st Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46-09 11th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46-10 Center Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46-15 Center Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46-15 Center Boulevard,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46-32 Vernon Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 16th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 East 79th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 Throop Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 W  24th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 W 20,2,2,2,2,2,2,2,2,2,2,2,2,2,2
460 W 20 St.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
460 W 20 Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
460 W 20th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 W 24th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 W 42nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"460 W 50th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 W. 20th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 West 149th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
460 West 20th Street,22,22,22,22,22,22,22,22,22,22,22,22,22,22
460 West 42nd Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
460 West 50th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460 West 51st Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4600 9th Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
461 Central Park West,2,2,2,2,2,2,2,2,2,2,2,2,2,2
461 Halsey,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461 Park Pl ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461 Sixth Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
461 W 44 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
461 West 44th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
461 w 44,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4610 Center Blvd,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4610 Center Boulevard,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4615 Center Blvd,17,17,17,17,17,17,17,17,17,17,17,17,17,17
4615 Center Boulevard,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"462 46th Street , ",1,1,1,1,1,1,1,1,1,1,1,1,1,1
462 76th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462 9th Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462 E 138th st.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462 Riverdale Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463 78th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
463 78th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464 Amsterdam Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"464 Amsterdam Ave,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
464 Amsterdam Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464 Amsterdam Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
464 Clinton Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464 Prospect Pl.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465 Lexington,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465 Lexington Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
465 Lexington Avenue,5,5,5,5,5,5,5,5,5,5,5,5,5,5
465 Ocean Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
465 Ocean Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465 West 23rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465 West 49th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
466 3rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"466 46th Street , ",8,8,8,8,8,8,8,8,8,8,8,8,8,8
466 76th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466 Amsterdam Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
466 Amsterdam Avenue,8,8,8,8,8,8,8,8,8,8,8,8,8,8
466 Degraw Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
466 West 149th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"469 Columbus Ave,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
469 Columbus Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469 W 147,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47 1/2 East 1st Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47 1st Street #5R,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 Bushwick Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 Clinton Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47 Delancey Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47 Duffield street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 E 1 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 E 1st,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47 E 1st St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 E 1st St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47 East 1st Street,12,12,12,12,12,12,12,12,12,12,12,12,12,12
47 East First Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 Hall Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 W 73rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 West 86th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 Woodhull St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47 Woodhull St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47-05 Center Boulevard,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47-06 45th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47-11 44th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47-20 Center Boulevard,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47-45 Vernon Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47-45 Vernon Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47.5 E 1 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
47.5 E 1st St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47.5 East 1st Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
470 2 Ave.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
470 Decatur St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470 LENOX AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470 Lenox Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470 W 23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4702 Bedford Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4705 Center Blvd,20,20,20,20,20,20,20,20,20,20,20,20,20,20
4705 Center Boulevard,21,21,21,21,21,21,21,21,21,21,21,21,21,21
4706 4th Ave,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4707 41st St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471 49th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471 Lafayette Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471 Putnam Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471 Willoughby Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4712 4th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
472 Bay Ridge Parkway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
472 Marcus Garvey,2,2,2,2,2,2,2,2,2,2,2,2,2,2
472 Marcus Garvey Boulevard ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4720  Center Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4720 Center Blvd,10,10,10,10,10,10,10,10,10,10,10,10,10,10
4720 Center Boulevard,28,28,28,28,28,28,28,28,28,28,28,28,28,28
473 Central Park West,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473 West 140th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
474 8th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
474 9th Ave,4,4,4,4,4,4,4,4,4,4,4,4,4,4
474 west 146th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475  Fourth Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
475 West Broadway,5,5,5,5,5,5,5,5,5,5,5,5,5,5
476 6th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
476 Degraw Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477  W 144th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477 Hart St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
477 Hart st,2,2,2,2,2,2,2,2,2,2,2,2,2,2
477 West 144th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478 9th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478 Central Park West,1,1,1,1,1,1,1,1,1,1,1,1,1,1
479 4th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
479 72nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
479 Ralph Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47th West 9th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 E 52nd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48 Ninth Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 STUYVESANT STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 Saint Nicholas Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 Schenck ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 Stuyvesant Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48 W 68th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48 W 73 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48 W 73 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48 W 73rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 W 73rd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 West 138th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 West 68TH Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 West 68th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 West 73rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48 West 86th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 stuyvesant street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48 w 56th ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48 west 56,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-16 46th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-16 46th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-26 47th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-30 40th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-30 40th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48-30 41st St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-40 41st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-45 46th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-50 37th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-50 38th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48-50 Greenwich Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-50 W 56 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48-50 W 56th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48-50 W 56th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48-54 West 138th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480 2 Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480 Concord Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480 Main St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480 Main Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
480 Nostrand Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480 West Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481 12th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481 W 165th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481 W. 165th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
481 West 165th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4815 5th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
482 East 74th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
482 Fort Washington Aven,1,1,1,1,1,1,1,1,1,1,1,1,1,1
482 West Broadway,6,6,6,6,6,6,6,6,6,6,6,6,6,6
483 Amsterdam Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
483 Ocean Parkway,12,12,12,12,12,12,12,12,12,12,12,12,12,12
483 Ocean Pkwy,2,2,2,2,2,2,2,2,2,2,2,2,2,2
483 Washington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4830 40th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484 67th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
484 Amsterdam,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484 Amsterdam Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4848 Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485 Amsterdam Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4850 38th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4857 Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4863 Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486A 7th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487 Clinton Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487 Clinton Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
487 Clinton Avenue,14,14,14,14,14,14,14,14,14,14,14,14,14,14
487 Myrtle Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4877 Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
488 3rd Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
488 7th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
