display_address,bathrooms,bedrooms,building_id,created,description,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
W 180th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 180th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 181,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 183rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 188 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 188th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 188th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 189th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 189th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 18th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"W 18th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 18th St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 19 St.,18,18,18,18,18,18,18,18,18,18,18,18,18,18
W 19 Street,25,25,25,25,25,25,25,25,25,25,25,25,25,25
W 190th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 191st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 192nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 196th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 19th St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
W 19th St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 19th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 20,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 20 St.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 20 Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 204 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 204th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 204th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 20th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 20th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 21,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 21 St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 21 Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 213th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 218 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 218th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 218th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 21ST AND 8TH AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 21st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 21st St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"W 21st St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 21st St.,17,17,17,17,17,17,17,17,17,17,17,17,17,17
W 21st street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 22 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 22 Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
W 229th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 22nd St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 22nd St.,13,13,13,13,13,13,13,13,13,13,13,13,13,13
W 22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 23,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 23 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 23 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 23 Street,18,18,18,18,18,18,18,18,18,18,18,18,18,18
W 238st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 23rd St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 23rd St & 8th Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 23rd St.,12,12,12,12,12,12,12,12,12,12,12,12,12,12
W 23rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 23rd Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 24 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 24 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 246 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 24th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 24th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 25,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 25 Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
W 25th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 25th St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
W 26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 26 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 26th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 26th St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 26th street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 27 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 28 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 28 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 28 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 28th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 28th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 29 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 29 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 29th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 29th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 29th St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 3 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 30 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 30 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 30th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 30th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 30th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 30th St. 5th Floor,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 30th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 31 St.,37,37,37,37,37,37,37,37,37,37,37,37,37,37
W 31 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 31st,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 31st St.,17,17,17,17,17,17,17,17,17,17,17,17,17,17
W 33 St.,40,40,40,40,40,40,40,40,40,40,40,40,40,40
W 33 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 33rd St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 33rd St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 34 St.,98,98,98,98,98,98,98,98,98,98,98,98,98,98
W 34 Street,15,15,15,15,15,15,15,15,15,15,15,15,15,15
W 34th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"W 34th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 34th St.,45,45,45,45,45,45,45,45,45,45,45,45,45,45
W 35 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
W 35 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 35th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 35th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 35th Street and 8th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 36th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 36th Street and 9th Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 37,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 37 St.,176,176,176,176,176,176,176,176,176,176,176,176,176,176
W 37 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 37th St,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 37th St.,68,68,68,68,68,68,68,68,68,68,68,68,68,68
W 37th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 38 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 38th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 38th St.,13,13,13,13,13,13,13,13,13,13,13,13,13,13
W 39 St.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 39 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 39th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 39th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 39th St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
W 39th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 39th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 4 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 41st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 42,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 42 St.,136,136,136,136,136,136,136,136,136,136,136,136,136,136
W 42 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 42 street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 42nd,8,8,8,8,8,8,8,8,8,8,8,8,8,8
W 42nd St,21,21,21,21,21,21,21,21,21,21,21,21,21,21
W 42nd St.,80,80,80,80,80,80,80,80,80,80,80,80,80,80
W 42nd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 43 Rd. St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 43 St.,143,143,143,143,143,143,143,143,143,143,143,143,143,143
W 43 Street,30,30,30,30,30,30,30,30,30,30,30,30,30,30
W 43rd,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 43rd St,24,24,24,24,24,24,24,24,24,24,24,24,24,24
W 43rd St.,38,38,38,38,38,38,38,38,38,38,38,38,38,38
W 43rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 43rd Street and 9th Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 44 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 44 St. 14th Floor,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 44 Street,23,23,23,23,23,23,23,23,23,23,23,23,23,23
W 44 and 9 ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 44th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 44th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 44th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 45 St.,63,63,63,63,63,63,63,63,63,63,63,63,63,63
W 45 Street,44,44,44,44,44,44,44,44,44,44,44,44,44,44
W 45TH ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 45TH ST & 9TH AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 45th,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 45th St,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 45th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 45th St.,16,16,16,16,16,16,16,16,16,16,16,16,16,16
W 46 STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 46 Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
W 46 and 9 ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 46st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 46th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 46th St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
W 46th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 46th St and 9th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 46th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 46th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 47 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 47 St.,66,66,66,66,66,66,66,66,66,66,66,66,66,66
W 47 Street,31,31,31,31,31,31,31,31,31,31,31,31,31,31
W 47th St,21,21,21,21,21,21,21,21,21,21,21,21,21,21
W 47th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 47th St & 8th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"W 47th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 47th St.,20,20,20,20,20,20,20,20,20,20,20,20,20,20
W 48 St.,31,31,31,31,31,31,31,31,31,31,31,31,31,31
W 48 Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
W 48 and 10th Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 48TH STREET,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 48th & 10th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 48th St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
W 48th St.,27,27,27,27,27,27,27,27,27,27,27,27,27,27
W 48th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 49 AND 9 AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 49 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 49 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 49 Street,20,20,20,20,20,20,20,20,20,20,20,20,20,20
W 49th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 49th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 4th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 50 St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 50 Street,35,35,35,35,35,35,35,35,35,35,35,35,35,35
W 50 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 50th St,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"W 50th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 50th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
W 50th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 51 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 51 Street,19,19,19,19,19,19,19,19,19,19,19,19,19,19
W 51 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 51st  St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 51st St,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 51st St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 51st St and 9th Ave  ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 52 St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 52 St.,17,17,17,17,17,17,17,17,17,17,17,17,17,17
W 52 Street,23,23,23,23,23,23,23,23,23,23,23,23,23,23
W 52nd St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 52nd St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 52nd St.,14,14,14,14,14,14,14,14,14,14,14,14,14,14
W 53,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 53 St.,38,38,38,38,38,38,38,38,38,38,38,38,38,38
W 53 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 53 and 9 Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 53rd St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 53rd St.,17,17,17,17,17,17,17,17,17,17,17,17,17,17
W 53rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 54,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 54 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 54 St.,108,108,108,108,108,108,108,108,108,108,108,108,108,108
W 54 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 54th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 54th St,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"W 54th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 54th St.,29,29,29,29,29,29,29,29,29,29,29,29,29,29
W 54th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 55,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 55 St,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 55 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 55 Street,35,35,35,35,35,35,35,35,35,35,35,35,35,35
W 55th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 55th St,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 55th St.,23,23,23,23,23,23,23,23,23,23,23,23,23,23
W 55th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 55th St. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 56,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 56 St,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 56 St.,14,14,14,14,14,14,14,14,14,14,14,14,14,14
W 56 Street,18,18,18,18,18,18,18,18,18,18,18,18,18,18
W 56 and 9 ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 56th St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
W 56th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 56th St (Ninth Ave & Tenth Ave),1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 56th St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 56th/9th ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 57,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 57 St,16,16,16,16,16,16,16,16,16,16,16,16,16,16
W 57 St.,40,40,40,40,40,40,40,40,40,40,40,40,40,40
W 57 Street,43,43,43,43,43,43,43,43,43,43,43,43,43,43
W 57 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 57st,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 57th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 57th St.,31,31,31,31,31,31,31,31,31,31,31,31,31,31
W 58 St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
W 58 Street,27,27,27,27,27,27,27,27,27,27,27,27,27,27
W 58th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 58th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 58th St.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 60 St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 60 St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
W 60 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 60's & Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 60th St,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 60th St.,20,20,20,20,20,20,20,20,20,20,20,20,20,20
W 61st St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 62 St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
W 62nd,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 62nd St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
W 62nd St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 63 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 63 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 63rd St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
W 63rd St.,24,24,24,24,24,24,24,24,24,24,24,24,24,24
W 64 St.,33,33,33,33,33,33,33,33,33,33,33,33,33,33
W 64 Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 64th,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"W 64th St,",3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 64th St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 65,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 65 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 65 Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 65 and Columbus ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 65th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 66 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 66th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 66th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 67,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 67 St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
W 67 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 67th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"W 67th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 67th St.,23,23,23,23,23,23,23,23,23,23,23,23,23,23
W 68 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
W 68 Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
W 68th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"W 68th St,",4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 68th St.,14,14,14,14,14,14,14,14,14,14,14,14,14,14
W 69 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 69 Street,16,16,16,16,16,16,16,16,16,16,16,16,16,16
W 69th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 69th St ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 69th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 70 St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
W 70 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 70th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 71 Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 71 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 71 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 71 and WEA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 71st St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 71st St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 72 St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 72 Street,16,16,16,16,16,16,16,16,16,16,16,16,16,16
W 72 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 72nd St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"W 72nd St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 72nd St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 73 St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 73 Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
W 73 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 73rd St,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 73rd St ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 73rd St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 74 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 74 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
W 74th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 74th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 75 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 75 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 75 Street,24,24,24,24,24,24,24,24,24,24,24,24,24,24
W 75 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 75th St,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 76 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 76 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 76th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 76th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 77 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 77 Street,15,15,15,15,15,15,15,15,15,15,15,15,15,15
W 77 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 77th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 77th St (West End Ave & Riverside Dr),2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 77th St Close to Riverside,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 77th St.,23,23,23,23,23,23,23,23,23,23,23,23,23,23
W 78 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 78 Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 78th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 79 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 79 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 79 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 79th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 79th St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W 8 Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 80 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 80 Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
W 80's  & Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 80th St,11,11,11,11,11,11,11,11,11,11,11,11,11,11
W 80th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 80th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 81 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 81 Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"W 81st St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 81th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 82 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 82 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 82nd St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 83 ST / COLUMBUS AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 83 St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 83 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 83 Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
W 83rd St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 84 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 84 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
W 84th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 84th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 85 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W 85 Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
W 85 and Amsterdam Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 85th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 86 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W 86 Street,13,13,13,13,13,13,13,13,13,13,13,13,13,13
W 86th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W 86th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 86th St.,28,28,28,28,28,28,28,28,28,28,28,28,28,28
W 86th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 87 St.,16,16,16,16,16,16,16,16,16,16,16,16,16,16
W 87 Street,27,27,27,27,27,27,27,27,27,27,27,27,27,27
W 87th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W 87th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W 87th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
W 87th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
